id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1635_Fetures_interest_MSV000079949_SIRIUS_fix_2716134	C30H61N11O7	[M + H]+	Amino acids and Peptides	0.987163007	Small peptides	0.858457208	Tripeptides	0.734284282	Oligopeptides	0.689725757	Peptides	0.99767524	"Amino acids, peptides, and analogues"	0.99986279	Carboxylic acids and derivatives	0.999652863	Organic acids and derivatives	0.999947667	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Alanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1636_Fetures_interest_MSV000079949_SIRIUS_fix_2716832	C19H33N2O7PS8	[M + H]+	Fatty acids	0.761188805	Ornithine alkaloids	0.244400755	Glycerophosphoethanolamines	0.025805583	Amino acids and derivatives	0.847485244	Amino acids and derivatives	0.847485244	"Amino acids, peptides, and analogues"	0.835707366	Carboxylic acids and derivatives	0.958495378	Organic acids and derivatives	0.998310208	"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1637_Fetures_interest_MSV000079949_SIRIUS_fix_2718382	C31H69N5O8S	[M + H3N + H]+	Polyketides	0.258775383	Oligopeptides	0.101872332	Linear peptides	0.149767771	Depsipeptides	0.868831515			Depsipeptides	0.868831515	Peptidomimetics	0.734662831	Organic acids and derivatives	0.999871373	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Sulfuric acid diamides; Carboxylic acid esters; Secondary alcohols; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Depsipeptides; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"
1638_Fetures_interest_MSV000079949_SIRIUS_fix_2718869	C37H51N7O6	[M + H]+	Amino acids and Peptides	0.465834916	Oligopeptides	0.216171592	Linear peptides	0.398358822	Alpha amino acids and derivatives	0.825137675	Amino acids and derivatives	0.96773982	"Amino acids, peptides, and analogues"	0.975965261	Carboxylic acids and derivatives	0.987276852	Organic acids and derivatives	0.991309881	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Indoles; Carboximidamides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1639_Fetures_interest_MSV000079949_SIRIUS_fix_2718872	C39H58NO6P	[M + Na]+	Fatty acids	0.998411655	Glycerophospholipids	0.991340458	Glycerophosphocholines	0.951007068	Glycerophosphocholines	0.815169513			Glycerophosphocholines	0.815169513	Glycerophospholipids	0.999462664	Lipids and lipid-like molecules	0.997745454	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
164_Fetures_interest_MSV000079949_SIRIUS_fix_1186810	C20H21N3O3	[M + H]+	Amino acids and Peptides	0.999826849	Small peptides	0.999981165	Dipeptides	0.999999881	Dipeptides	0.999996781	Peptides	0.999743283	"Amino acids, peptides, and analogues"	0.999999285	Carboxylic acids and derivatives	0.99999845	Organic acids and derivatives	0.999999523	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"
1640_Fetures_interest_MSV000079949_SIRIUS_fix_2719016	C33H55N9O7	[M + H]+	Amino acids and Peptides	0.963945687	Oligopeptides	0.557818413	Lipopeptides	0.539650559	Oligopeptides	0.640518069	Peptides	0.795261919	"Amino acids, peptides, and analogues"	0.989738882	Carboxylic acids and derivatives	0.996531844	Organic acids and derivatives	0.996428549	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1641_Fetures_interest_MSV000079949_SIRIUS_fix_2723497	C37H53N7O6	[M + H]+	Amino acids and Peptides	0.694056928	Oligopeptides	0.506629288	Linear peptides	0.523458302	Oligopeptides	0.578939319	Peptides	0.86783725	"Amino acids, peptides, and analogues"	0.989230573	Carboxylic acids and derivatives	0.997839153	Organic acids and derivatives	0.997810423	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1642_Fetures_interest_MSV000079949_SIRIUS_fix_2723804	C35H67N5O6	[M + K]+	Amino acids and Peptides	0.806655347	Oligopeptides	0.56140697	Linear peptides	0.5081231	Alpha amino acid esters	0.876707673	Amino acids and derivatives	0.99671495	"Amino acids, peptides, and analogues"	0.997042716	Carboxylic acids and derivatives	0.999864101	Organic acids and derivatives	0.999981284	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acid amides; Amines; Tertiary amines; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1643_Fetures_interest_MSV000079949_SIRIUS_fix_2724299	C15H16N2O13P2S5	[M + K]+	Alkaloids	0.258936644	Nicotinic acid alkaloids	0.024409717	Pyridine alkaloids	0.045373984	Benzenesulfonyl compounds	0.608096778			Benzenesulfonyl compounds	0.608096778	Benzene and substituted derivatives	0.911818683	Benzenoids	0.881635725	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organic thiophosphoric acids and derivatives; Organothiophosphorus compounds; Thiophosphoric acid esters; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Dithiophosphate S-esters; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Benzenesulfonyl compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1644_Fetures_interest_MSV000079949_SIRIUS_fix_2724953	C39H64O10	[M + H]+	Polyketides	0.683702469	Triterpenoids	0.351800889	Open-chain polyketides	0.109751679	Prenol lipids	0.628799438					Prenol lipids	0.628799438	Lipids and lipid-like molecules	0.877825558	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1645_Fetures_interest_MSV000079949_SIRIUS_fix_2726367	C28H51N15O6	[M + H]+	Amino acids and Peptides	0.982884407	Small peptides	0.189803302	Tripeptides	0.177311167	Oligopeptides	0.965758383	Peptides	0.998868644	"Amino acids, peptides, and analogues"	0.998758197	Carboxylic acids and derivatives	0.996055722	Organic acids and derivatives	0.998021841	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1646_Fetures_interest_MSV000079949_SIRIUS_fix_2726548	C29H55N15O5	[M + H]+	Alkaloids	0.308153272	Ornithine alkaloids	0.080176286	Lipopeptides	0.203120768	Oligopeptides	0.638595581	Peptides	0.667077124	"Amino acids, peptides, and analogues"	0.97181344	Carboxylic acids and derivatives	0.950007915	Organic acids and derivatives	0.973075569	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1647_Fetures_interest_MSV000079949_SIRIUS_fix_2727507	C20H30N3O6PS8	[M + H]+	Alkaloids	0.669167757	Ornithine alkaloids	0.158981651	Pyridine alkaloids	0.155039102	Fatty acid esters	0.849712074			Fatty acid esters	0.849712074	Fatty Acyls	0.935400486	Lipids and lipid-like molecules	0.92399317	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Dithiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Azoles; Carboxylic acid amides; Dithiolanes; Carboxylic acid derivatives; Dithiazolethiones; 1,2,4-dithiazole-3-thiones; Thioacetals; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Dithioacetals; Organic disulfides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1648_Fetures_interest_MSV000079949_SIRIUS_fix_2727509	C18H27N5O8P2S6	[M + H]+	Alkaloids	0.768728256	Ornithine alkaloids	0.500364959	Polyamines	0.100154534	Amino acids and derivatives	0.695110619	Amino acids and derivatives	0.695110619	"Amino acids, peptides, and analogues"	0.661109388	Carboxylic acids and derivatives	0.848035157	Organic acids and derivatives	0.997144282	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Dithiolanes; Carboxylic acid derivatives; 1,2,4-dithiazole-3-thiones; Carbonyl compounds; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Organic oxides; Dialkyldisulfides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
